# SignalP-5.0	Organism: Eukarya	Timestamp: 20191022231331
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q9UKF5	SP(Sec/SPI)	0.998626	0.001374	CS pos: 18-19. CSG-HI. Pr: 0.8654
P05534	SP(Sec/SPI)	0.971933	0.028067	CS pos: 24-25. TWA-GS. Pr: 0.8514
P45844	OTHER	0.178544	0.821456	
Q86WX3	OTHER	0.000622	0.999378	
Q9H845	OTHER	0.000522	0.999478	
Q68D86	OTHER	0.002359	0.997641	
Q8ND76	OTHER	0.002051	0.997949	
Q8NFD2	OTHER	0.000578	0.999422	
P30461	SP(Sec/SPI)	0.988736	0.011264	CS pos: 24-25. TWA-GS. Pr: 0.8400
O95260	OTHER	0.001548	0.998452	
Q96A70	OTHER	0.000578	0.999422	
Q5SY13	OTHER	0.001133	0.998867	
Q9UNQ0	OTHER	0.001228	0.998772	
B7Z1M9	OTHER	0.001958	0.998042	
O94921	OTHER	0.000234	0.999766	
Q15825	SP(Sec/SPI)	0.508506	0.491494	CS pos: 30-31. CVG-CA. Pr: 0.2596
Q99807	OTHER	0.001230	0.998770	
Q8N6M6	OTHER	0.000254	0.999746	
Q9H221	OTHER	0.001874	0.998126	
Q7L311	OTHER	0.011280	0.988720	
Q9NXL2	OTHER	0.000299	0.999701	
Q9HDC9	OTHER	0.001602	0.998398	
P30533	SP(Sec/SPI)	0.955058	0.044942	CS pos: 32-33. SHG-GK. Pr: 0.4407
P07355	OTHER	0.001211	0.998789	
P08195	OTHER	0.001574	0.998426	
P12107	SP(Sec/SPI)	0.570485	0.429515	CS pos: 35-36. VRG-AA. Pr: 0.4512
Q96BA8	OTHER	0.000661	0.999339	
Q96RY5	OTHER	0.002417	0.997583	
Q9NUD7	OTHER	0.001240	0.998760	
P12429	OTHER	0.000381	0.999619	
Q9P0P8	OTHER	0.009995	0.990005	
Q5T4H9	OTHER	0.002469	0.997531	
Q9NPZ5	SP(Sec/SPI)	0.868666	0.131334	CS pos: 27-28. VDT-RR. Pr: 0.7655
O75829	OTHER	0.000110	0.999890	
Q99439	OTHER	0.000819	0.999181	
P08908	OTHER	0.000866	0.999134	
Q7Z7G1	OTHER	0.000288	0.999712	
O95476	OTHER	0.006711	0.993289	
Q5TEA3	OTHER	0.000825	0.999175	
Q8WXI8	OTHER	0.026772	0.973228	
P52943	OTHER	0.001652	0.998348	
Q5VTU8	OTHER	0.002385	0.997615	
P16860	SP(Sec/SPI)	0.977719	0.022281	CS pos: 26-27. GRS-HP. Pr: 0.7666
P49711	OTHER	0.000844	0.999156	
Q86YS7	OTHER	0.000713	0.999287	
P98198	OTHER	0.002071	0.997929	
Q5VZT2	OTHER	0.000342	0.999658	
Q9NZQ0	OTHER	0.000563	0.999437	
Q9NTM9	OTHER	0.003852	0.996148	
Q6ZT52	OTHER	0.000749	0.999251	
Q01543	OTHER	0.001107	0.998893	
Q9NYY8	OTHER	0.000818	0.999182	
P61570	OTHER	0.001048	0.998952	
P01906	SP(Sec/SPI)	0.986468	0.013532	CS pos: 23-24. CGG-ED. Pr: 0.8211
Q92935	OTHER	0.110753	0.889247	
Q9HDB8	OTHER	0.004371	0.995629	
Q7Z5Q5	OTHER	0.000892	0.999108	
P52566	OTHER	0.000518	0.999482	
A0A2Z4LIS9	OTHER	0.000401	0.999599	
Q96CU9	OTHER	0.001634	0.998366	
F2Z333	SP(Sec/SPI)	0.999441	0.000559	CS pos: 21-22. AAA-AP. Pr: 0.6812
P0C854	OTHER	0.076164	0.923836	
Q9UL45	OTHER	0.001437	0.998563	
Q9NWT8	OTHER	0.003127	0.996873	
A6QL63	OTHER	0.001841	0.998159	
O43570	SP(Sec/SPI)	0.979232	0.020768	CS pos: 24-25. SSP-AP. Pr: 0.8056
Q9NV96	OTHER	0.000218	0.999782	
A6NKD9	OTHER	0.000874	0.999126	
P00918	OTHER	0.001139	0.998861	
Q9H6L4	OTHER	0.000801	0.999199	
Q6IMN6	OTHER	0.001001	0.998999	
Q5VVM6	OTHER	0.000356	0.999644	
Q06187	OTHER	0.000377	0.999623	
Q49A92	OTHER	0.001099	0.998901	
P43166	OTHER	0.002401	0.997599	
Q8IX12	OTHER	0.005914	0.994086	
P0C221	OTHER	0.004673	0.995327	
Q8N1M1	OTHER	0.000319	0.999681	
Q99856	OTHER	0.003249	0.996751	
Q8TAM1	OTHER	0.009234	0.990766	
Q58HT5	OTHER	0.000902	0.999098	
Q5VT79	OTHER	0.000598	0.999402	
O15234	OTHER	0.000599	0.999401	
P84996	OTHER	0.001039	0.998961	
Q7KZN9	OTHER	0.003373	0.996627	
Q8N1V2	OTHER	0.002076	0.997924	
Q96EG1	SP(Sec/SPI)	0.651346	0.348654	CS pos: 16-17. SFS-GF. Pr: 0.2350
Q14781	OTHER	0.000258	0.999742	
P0DP24	OTHER	0.000383	0.999617	
Q96Q77	OTHER	0.000785	0.999215	
Q01850	OTHER	0.000345	0.999655	
Q8TC27	SP(Sec/SPI)	0.980806	0.019194	CS pos: 16-17. LLA-SR. Pr: 0.5361
P10747	SP(Sec/SPI)	0.791413	0.208587	CS pos: 18-19. VTG-NK. Pr: 0.7394
Q96K17	OTHER	0.000462	0.999538	
Q96BT1	OTHER	0.000143	0.999857	
Q6ZVT6	OTHER	0.061036	0.938964	
Q9NYB9	OTHER	0.001105	0.998895	
O95445	SP(Sec/SPI)	0.582886	0.417114	CS pos: 19-20. LNS-IY. Pr: 0.2928
A5D8W1	OTHER	0.001229	0.998771	
P18463	SP(Sec/SPI)	0.990645	0.009355	CS pos: 24-25. TWA-GS. Pr: 0.8378
Q8NCV1	OTHER	0.005196	0.994804	
Q9Y2G4	OTHER	0.000788	0.999212	
C9J302	OTHER	0.056242	0.943758	
Q00536	OTHER	0.000799	0.999201	
O94973	OTHER	0.002187	0.997813	
Q5TZF3	OTHER	0.000269	0.999731	
Q9HCE9	OTHER	0.001168	0.998832	
P11511	OTHER	0.058383	0.941617	
Q86X95	OTHER	0.000752	0.999248	
O95450	SP(Sec/SPI)	0.968079	0.031921	CS pos: 37-38. ANA-RL. Pr: 0.5085
Q6IQ19	OTHER	0.001050	0.998950	
Q8N0U6	OTHER	0.000935	0.999065	
Q6XLA1	OTHER	0.000653	0.999347	
Q9NRG0	OTHER	0.000290	0.999710	
O75173	OTHER	0.260810	0.739190	
Q9GZY4	OTHER	0.001687	0.998313	
O95832	SP(Sec/SPI)	0.585044	0.414956	CS pos: 26-27. STA-LP. Pr: 0.2415
Q8N6M3	OTHER	0.050698	0.949302	
Q96EP1	OTHER	0.000942	0.999058	
Q7Z7J9	OTHER	0.000712	0.999288	
P22792	SP(Sec/SPI)	0.997624	0.002376	CS pos: 21-22. AQP-CP. Pr: 0.8250
P17735	OTHER	0.001502	0.998498	
O75131	OTHER	0.002596	0.997404	
O00253	SP(Sec/SPI)	0.943057	0.056943	CS pos: 20-21. TRG-AQ. Pr: 0.7817
P0C5J1	OTHER	0.001295	0.998705	
Q92600	OTHER	0.003451	0.996549	
Q8NBU5	OTHER	0.001474	0.998526	
Q86SQ6	OTHER	0.001097	0.998903	
Q9H2P0	OTHER	0.000637	0.999363	
Q96SM3	SP(Sec/SPI)	0.950928	0.049072	CS pos: 20-21. ALG-AP. Pr: 0.6395
P29274	OTHER	0.003171	0.996829	
O60565	SP(Sec/SPI)	0.984450	0.015550	CS pos: 24-25. AEG-KK. Pr: 0.8656
Q96FX2	OTHER	0.001213	0.998787	
Q6DWJ6	OTHER	0.007491	0.992509	
A2A2Y4	OTHER	0.000317	0.999683	
Q5T1V6	OTHER	0.001918	0.998082	
Q8IYD8	OTHER	0.001393	0.998607	
P98095	SP(Sec/SPI)	0.999239	0.000761	CS pos: 27-28. AAA-AP. Pr: 0.4288
O95749	OTHER	0.000166	0.999834	
Q96D05	OTHER	0.001036	0.998964	
O95967	SP(Sec/SPI)	0.999068	0.000932	CS pos: 27-28. ASP-QD. Pr: 0.4380
Q8WWM9	OTHER	0.000532	0.999468	
Q8TDF6	OTHER	0.000646	0.999354	
P13284	SP(Sec/SPI)	0.996038	0.003962	CS pos: 26-27. VQA-SP. Pr: 0.5334
Q15760	OTHER	0.020784	0.979216	
Q5H8C1	SP(Sec/SPI)	0.937916	0.062084	CS pos: 21-22. AWA-SP. Pr: 0.4158
Q99678	OTHER	0.002629	0.997371	
Q9P0K8	OTHER	0.000735	0.999265	
Q5VTL7	SP(Sec/SPI)	0.980116	0.019884	CS pos: 25-26. ASA-KS. Pr: 0.6551
Q10981	OTHER	0.088688	0.911312	
Q06265	OTHER	0.001616	0.998384	
P11532	OTHER	0.000302	0.999698	
P98173	OTHER	0.091371	0.908629	
Q96AY3	SP(Sec/SPI)	0.971546	0.028454	CS pos: 28-29. AVG-RG. Pr: 0.2891
Q9UKJ3	OTHER	0.000395	0.999605	
Q9Y297	OTHER	0.018178	0.981822	
A6NMN3	OTHER	0.001948	0.998052	
P05305	SP(Sec/SPI)	0.998280	0.001720	CS pos: 17-18. CQG-AP. Pr: 0.8616
Q13686	OTHER	0.017700	0.982300	
Q9Y2D1	OTHER	0.030288	0.969712	
Q8IYS8	OTHER	0.001461	0.998539	
Q8N6N3	OTHER	0.000708	0.999292	
Q0P6D6	OTHER	0.000949	0.999051	
O60826	OTHER	0.000991	0.999009	
Q86WR0	OTHER	0.004162	0.995838	
P49747	SP(Sec/SPI)	0.982612	0.017388	CS pos: 20-21. ASG-QG. Pr: 0.4563
P51587	OTHER	0.000889	0.999111	
P16220	OTHER	0.002275	0.997725	
P15086	SP(Sec/SPI)	0.989436	0.010564	CS pos: 15-16. ASA-HH. Pr: 0.8802
O75143	OTHER	0.000779	0.999221	
Q6XD76	OTHER	0.002645	0.997355	
Q8N5R6	OTHER	0.003520	0.996480	
Q9H7E9	OTHER	0.002241	0.997759	
P20160	SP(Sec/SPI)	0.987923	0.012077	CS pos: 19-20. SRA-GS. Pr: 0.5920
Q5VUY0	OTHER	0.004816	0.995184	
P11274	OTHER	0.001032	0.998968	
Q96MD7	OTHER	0.000848	0.999152	
P01892	SP(Sec/SPI)	0.965572	0.034428	CS pos: 24-25. TWA-GS. Pr: 0.8481
O95342	OTHER	0.000939	0.999061	
Q8NHY0	OTHER	0.001773	0.998227	
Q9Y6N1	OTHER	0.011628	0.988372	
Q86UB2	OTHER	0.004419	0.995581	
P30512	SP(Sec/SPI)	0.994828	0.005172	CS pos: 24-25. TWA-GS. Pr: 0.8898
Q8N1B3	OTHER	0.001130	0.998870	
Q9NVI7	OTHER	0.002450	0.997550	
Q9H693	OTHER	0.003100	0.996900	
Q9HCJ1	OTHER	0.115010	0.884990	
Q7L4S7	OTHER	0.359037	0.640963	
Q15057	OTHER	0.000670	0.999330	
P13500	SP(Sec/SPI)	0.999304	0.000696	CS pos: 23-24. GLA-QP. Pr: 0.9211
P42684	OTHER	0.001482	0.998518	
Q8NI28	OTHER	0.001439	0.998561	
P05026	OTHER	0.000384	0.999616	
Q9GZU0	OTHER	0.000469	0.999531	
Q9NPY3	SP(Sec/SPI)	0.999333	0.000667	CS pos: 21-22. GAG-TG. Pr: 0.3526
P27695	OTHER	0.004742	0.995258	
Q5T5N4	OTHER	0.000531	0.999469	
P20023	SP(Sec/SPI)	0.997266	0.002734	CS pos: 20-21. VLG-IS. Pr: 0.8827
Q06278	OTHER	0.001335	0.998665	
Q9P2E5	OTHER	0.484147	0.515853	
Q9Y6H3	OTHER	0.003185	0.996815	
Q13956	OTHER	0.001515	0.998485	
Q9H0W9	OTHER	0.001552	0.998448	
Q9H1P6	OTHER	0.000908	0.999092	
P13942	SP(Sec/SPI)	0.992709	0.007291	CS pos: 27-28. GWA-GA. Pr: 0.7861
Q8N6F1	SP(Sec/SPI)	0.502884	0.497116	CS pos: 23-24. IIA-ST. Pr: 0.1739
P10109	OTHER	0.000298	0.999702	
Q6PJW8	OTHER	0.000522	0.999478	
Q8IUX7	SP(Sec/SPI)	0.985278	0.014722	CS pos: 25-26. GRP-QT. Pr: 0.7047
Q9BXS5	OTHER	0.000734	0.999266	
Q8N815	OTHER	0.000813	0.999187	
Q5HYN5	OTHER	0.000468	0.999532	
Q8NAA4	OTHER	0.000516	0.999484	
Q9Y6H1	OTHER	0.005049	0.994951	
Q8WYQ3	OTHER	0.014053	0.985947	
O14967	SP(Sec/SPI)	0.997174	0.002826	CS pos: 19-20. INA-EF. Pr: 0.9648
Q99217	SP(Sec/SPI)	0.996902	0.003098	CS pos: 16-17. AFA-MP. Pr: 0.8786
A6NL05	OTHER	0.001822	0.998178	
P43681	SP(Sec/SPI)	0.936137	0.063863	CS pos: 28-29. ASS-HV. Pr: 0.4262
Q9BSY4	OTHER	0.001806	0.998194	
Q8WTP8	OTHER	0.002139	0.997861	
P35222	OTHER	0.000747	0.999253	
Q6UXN8	OTHER	0.000257	0.999743	
Q99829	OTHER	0.010395	0.989605	
Q719I0	OTHER	0.000613	0.999387	
P56748	OTHER	0.055757	0.944243	
O95406	OTHER	0.006587	0.993413	
O15084	OTHER	0.000819	0.999181	
Q9BQ39	OTHER	0.000295	0.999705	
Q86TM3	OTHER	0.003392	0.996608	
Q7Z601	OTHER	0.001344	0.998656	
Q8TDV0	OTHER	0.000508	0.999492	
Q99445	SP(Sec/SPI)	0.990227	0.009773	CS pos: 17-18. VAA-SA. Pr: 0.5385
Q01523	SP(Sec/SPI)	0.999432	0.000568	CS pos: 19-20. AQA-ES. Pr: 0.8887
Q8NA70	OTHER	0.001371	0.998629	
H3BPF8	OTHER	0.001067	0.998933	
Q5JSL3	OTHER	0.000634	0.999366	
Q9UQ16	OTHER	0.000898	0.999102	
P31513	OTHER	0.124405	0.875595	
Q96M63	OTHER	0.000381	0.999619	
Q5VUJ5	OTHER	0.000875	0.999125	
Q9NWX5	OTHER	0.001617	0.998383	
Q9H0I3	OTHER	0.000449	0.999551	
Q96KE9	OTHER	0.002826	0.997174	
Q9Y6K0	OTHER	0.000568	0.999432	
Q07108	OTHER	0.000352	0.999648	
Q9H211	OTHER	0.000752	0.999248	
Q8TCZ2	SP(Sec/SPI)	0.967203	0.032797	CS pos: 25-26. GSG-DF. Pr: 0.4605
Q04828	OTHER	0.001100	0.998900	
Q9Y6J0	OTHER	0.000890	0.999110	
Q9NVT9	OTHER	0.001297	0.998703	
P00813	OTHER	0.000553	0.999447	
Q6UXQ4	SP(Sec/SPI)	0.937358	0.062642	CS pos: 38-39. VNG-AT. Pr: 0.9114
Q9Y6D5	OTHER	0.000646	0.999354	
P25440	OTHER	0.001982	0.998018	
Q96H22	OTHER	0.000258	0.999742	
Q96LL4	OTHER	0.000818	0.999182	
Q96NF6	OTHER	0.002768	0.997232	
P47710	SP(Sec/SPI)	0.996779	0.003221	CS pos: 15-16. ALA-RP. Pr: 0.8935
Q9UIR0	OTHER	0.211054	0.788946	
P09093	SP(Sec/SPI)	0.992831	0.007169	CS pos: 17-18. ASG-YG. Pr: 0.6394
Q8N4T4	OTHER	0.002574	0.997426	
P27482	OTHER	0.000324	0.999676	
Q6P387	OTHER	0.000668	0.999332	
P46663	OTHER	0.000130	0.999870	
P30450	SP(Sec/SPI)	0.974609	0.025391	CS pos: 24-25. TWA-GS. Pr: 0.8612
Q8N365	OTHER	0.001917	0.998083	
Q9BV10	SP(Sec/SPI)	0.722923	0.277077	CS pos: 25-26. VHL-VI. Pr: 0.2590
Q07912	OTHER	0.000984	0.999016	
Q53RE8	OTHER	0.000988	0.999012	
A2RUR9	OTHER	0.004830	0.995170	
Q96JP9	SP(Sec/SPI)	0.994546	0.005454	CS pos: 21-22. AQA-NF. Pr: 0.6059
Q9BRD0	OTHER	0.000297	0.999703	
Q8WXI2	OTHER	0.000455	0.999545	
Q9BYE9	SP(Sec/SPI)	0.969955	0.030045	CS pos: 20-21. VAA-NV. Pr: 0.5328
Q6VUC0	OTHER	0.006341	0.993659	
Q9BSJ5	OTHER	0.000304	0.999696	
Q9UFW8	OTHER	0.000779	0.999221	
Q4KMG0	SP(Sec/SPI)	0.976525	0.023475	CS pos: 25-26. VSS-DL. Pr: 0.7010
P17927	SP(Sec/SPI)	0.899640	0.100360	CS pos: 41-42. AWG-QC. Pr: 0.7878
P02652	SP(Sec/SPI)	0.994817	0.005183	CS pos: 18-19. LEG-AL. Pr: 0.6263
Q6NUI6	SP(Sec/SPI)	0.998705	0.001295	CS pos: 30-31. AAA-QR. Pr: 0.8771
P63098	OTHER	0.000334	0.999666	
P19087	OTHER	0.000931	0.999069	
Q9C0C7	OTHER	0.001933	0.998067	
Q9H8W2	OTHER	0.005398	0.994602	
Q86VG3	OTHER	0.000341	0.999659	
Q9NWL6	OTHER	0.000699	0.999301	
Q9UHI8	SP(Sec/SPI)	0.687348	0.312652	CS pos: 51-52. ALG-RP. Pr: 0.3618
Q6UVW9	OTHER	0.001158	0.998842	
P32247	OTHER	0.001021	0.998979	
P08319	OTHER	0.003496	0.996504	
P50995	OTHER	0.008100	0.991900	
Q3KR37	OTHER	0.001775	0.998225	
Q9UGB4	OTHER	0.004221	0.995779	
Q8N5I9	OTHER	0.000914	0.999086	
P02655	SP(Sec/SPI)	0.998661	0.001339	CS pos: 22-23. VQG-TQ. Pr: 0.9494
P16066	SP(Sec/SPI)	0.979059	0.020941	CS pos: 32-33. SHA-GN. Pr: 0.9499
Q8WYA6	OTHER	0.000106	0.999894	
Q06055	OTHER	0.000351	0.999649	
P51164	OTHER	0.000183	0.999817	
P54107	SP(Sec/SPI)	0.903294	0.096706	CS pos: 20-21. MLS-MK. Pr: 0.4125
Q8NHU0	OTHER	0.000443	0.999557	
P0C841	OTHER	0.009517	0.990483	
P32297	SP(Sec/SPI)	0.996848	0.003152	CS pos: 31-32. ARA-SE. Pr: 0.9143
Q8NCU7	OTHER	0.001749	0.998251	
Q8IY63	OTHER	0.001847	0.998153	
O95741	OTHER	0.000687	0.999313	
Q8TBE1	OTHER	0.008412	0.991588	
Q9Y6A2	SP(Sec/SPI)	0.765615	0.234385	CS pos: 25-26. VHR-AR. Pr: 0.1687
B9A014	OTHER	0.000879	0.999121	
A6NHG4	OTHER	0.002623	0.997377	
D6RF30	OTHER	0.000788	0.999212	
Q13619	OTHER	0.000686	0.999314	
A0A0U1RQF7	OTHER	0.090183	0.909817	
O14772	OTHER	0.000998	0.999002	
P31150	OTHER	0.001403	0.998597	
Q9H469	OTHER	0.000510	0.999490	
P51572	OTHER	0.001359	0.998641	
Q96NT0	OTHER	0.000934	0.999066	
O43866	SP(Sec/SPI)	0.954677	0.045323	CS pos: 19-20. FLA-SP. Pr: 0.7297
O00116	OTHER	0.001613	0.998387	
O75155	OTHER	0.000324	0.999676	
Q5VV41	OTHER	0.001435	0.998565	
Q86V35	OTHER	0.006351	0.993649	
Q8N3C0	OTHER	0.000217	0.999783	
Q53S99	OTHER	0.033843	0.966157	
Q9BXL7	OTHER	0.000370	0.999630	
Q9UM73	SP(Sec/SPI)	0.975437	0.024563	CS pos: 20-21. AVG-SG. Pr: 0.3419
Q53H64	OTHER	0.000161	0.999839	
Q86SI9	OTHER	0.002823	0.997177	
P35219	OTHER	0.000355	0.999645	
Q5TEV5	OTHER	0.489240	0.510760	
Q08828	OTHER	0.006568	0.993432	
Q8N1L9	OTHER	0.000428	0.999572	
Q9Y243	OTHER	0.000594	0.999406	
Q14790	OTHER	0.000212	0.999788	
Q13489	OTHER	0.005772	0.994228	
Q09428	OTHER	0.003298	0.996702	
Q7Z2E3	OTHER	0.001729	0.998271	
P16188	SP(Sec/SPI)	0.972189	0.027811	CS pos: 24-25. TWA-GS. Pr: 0.8021
Q07092	SP(Sec/SPI)	0.992881	0.007119	CS pos: 21-22. GHG-AN. Pr: 0.7978
Q8N6N7	OTHER	0.000630	0.999370	
Q9UL18	OTHER	0.001221	0.998779	
Q9NUQ8	OTHER	0.000530	0.999470	
Q8IV77	OTHER	0.000852	0.999148	
H3BN30	OTHER	0.014764	0.985236	
Q07001	SP(Sec/SPI)	0.948601	0.051399	CS pos: 21-22. SWG-LN. Pr: 0.8035
P61204	OTHER	0.001770	0.998230	
F5H4A9	SP(Sec/SPI)	0.998152	0.001848	CS pos: 37-38. SRG-GG. Pr: 0.8124
Q92903	OTHER	0.002663	0.997337	
Q9ULB5	SP(Sec/SPI)	0.983829	0.016171	CS pos: 27-28. SQA-EL. Pr: 0.8511
O14981	OTHER	0.001789	0.998211	
Q8IW40	OTHER	0.000221	0.999779	
P30488	SP(Sec/SPI)	0.993102	0.006898	CS pos: 24-25. TWA-GS. Pr: 0.8674
P13569	OTHER	0.001095	0.998905	
Q5H9U9	OTHER	0.001401	0.998599	
O60641	OTHER	0.001817	0.998183	
Q5TZA2	OTHER	0.001234	0.998766	
Q8N268	OTHER	0.001386	0.998614	
Q9NP70	SP(Sec/SPI)	0.920411	0.079589	CS pos: 26-27. SFA-VP. Pr: 0.8726
C9JLR9	OTHER	0.002774	0.997226	
Q9NUB4	OTHER	0.007278	0.992722	
Q9C0F0	OTHER	0.001101	0.998899	
P40394	OTHER	0.001357	0.998643	
Q5U649	OTHER	0.000316	0.999684	
Q9P2B4	OTHER	0.009941	0.990059	
Q676U5	OTHER	0.000381	0.999619	
Q9UJ71	OTHER	0.000573	0.999427	
Q96BP2	OTHER	0.000574	0.999426	
Q96M19	OTHER	0.051837	0.948163	
P17342	SP(Sec/SPI)	0.594669	0.405331	CS pos: 26-27. TGG-GG. Pr: 0.1362
P57739	OTHER	0.130703	0.869297	
Q69YU5	SP(Sec/SPI)	0.688492	0.311508	CS pos: 25-26. AGA-EV. Pr: 0.4517
Q96MC4	OTHER	0.003837	0.996163	
Q92988	OTHER	0.009916	0.990084	
O15551	OTHER	0.137451	0.862549	
P0DMV2	OTHER	0.000443	0.999557	
P61966	OTHER	0.001893	0.998107	
P20815	OTHER	0.132022	0.867978	
Q9H0L4	OTHER	0.000895	0.999105	
O43186	OTHER	0.001324	0.998676	
Q6UXC1	SP(Sec/SPI)	0.999208	0.000792	CS pos: 22-23. GWA-WV. Pr: 0.9037
Q8IYT1	OTHER	0.000961	0.999039	
P24462	OTHER	0.146552	0.853448	
Q9Y6Y1	OTHER	0.004167	0.995833	
Q8IYJ1	OTHER	0.000606	0.999394	
A0A1B0GUS0	OTHER	0.000781	0.999219	
Q9UKV5	OTHER	0.073209	0.926791	
Q96RK1	OTHER	0.000924	0.999076	
Q6IQ32	OTHER	0.000654	0.999346	
Q8IYJ2	OTHER	0.003192	0.996808	
P36544	SP(Sec/SPI)	0.956507	0.043493	CS pos: 23-24. LQG-EF. Pr: 0.6705
O60427	OTHER	0.001153	0.998847	
P57679	OTHER	0.022743	0.977257	
Q9HBH1	SP(Sec/SPI)	0.928669	0.071331	CS pos: 24-25. AAA-VG. Pr: 0.4506
Q9P2K9	OTHER	0.001111	0.998889	
Q14093	OTHER	0.000468	0.999532	
Q8N465	OTHER	0.071152	0.928848	
P60981	OTHER	0.000688	0.999312	
Q15078	OTHER	0.000636	0.999364	
A0A1B0GVQ3	OTHER	0.003021	0.996979	
Q8IXM2	OTHER	0.001602	0.998398	
Q8NCU4	OTHER	0.002545	0.997455	
Q9H694	OTHER	0.000664	0.999336	
Q13145	SP(Sec/SPI)	0.959969	0.040031	CS pos: 26-27. TKG-EI. Pr: 0.3925
Q9UBL0	OTHER	0.000409	0.999591	
A1A5D9	OTHER	0.000946	0.999054	
Q5VUE5	OTHER	0.003664	0.996336	
P32238	OTHER	0.000176	0.999824	
Q6P1W5	OTHER	0.030488	0.969512	
P10966	SP(Sec/SPI)	0.973076	0.026924	CS pos: 18-19. LHG-NS. Pr: 0.5555
Q6NXE6	OTHER	0.000497	0.999503	
P04118	SP(Sec/SPI)	0.999734	0.000266	CS pos: 17-18. AYA-AP. Pr: 0.9369
O14867	OTHER	0.000578	0.999422	
Q6W2J9	OTHER	0.001897	0.998103	
Q8ND07	OTHER	0.000255	0.999745	
Q16880	SP(Sec/SPI)	0.956129	0.043871	CS pos: 20-21. AKA-AK. Pr: 0.8940
Q16627	SP(Sec/SPI)	0.998937	0.001063	CS pos: 24-25. TES-SS. Pr: 0.4139
P11021	SP(Sec/SPI)	0.999612	0.000388	CS pos: 18-19. ARA-EE. Pr: 0.9630
P55087	OTHER	0.004092	0.995908	
P55064	OTHER	0.013611	0.986389	
Q8NHP1	OTHER	0.002622	0.997378	
P51959	OTHER	0.000935	0.999065	
O43506	SP(Sec/SPI)	0.958748	0.041252	CS pos: 31-32. SQA-RP. Pr: 0.5487
P54710	OTHER	0.000844	0.999156	
Q9UK58	OTHER	0.005716	0.994284	
Q3SY69	OTHER	0.001463	0.998537	
Q9UK00	OTHER	0.005311	0.994689	
Q96A19	OTHER	0.003318	0.996682	
P25774	SP(Sec/SPI)	0.993955	0.006045	CS pos: 16-17. AVA-QL. Pr: 0.8643
Q9Y689	OTHER	0.001545	0.998455	
P11844	OTHER	0.002624	0.997376	
P10176	OTHER	0.001350	0.998650	
P19021	SP(Sec/SPI)	0.957733	0.042267	CS pos: 20-21. CLA-FR. Pr: 0.8994
H3BNL1	OTHER	0.001153	0.998847	
Q13057	OTHER	0.194180	0.805820	
P0CE67	OTHER	0.090844	0.909156	
A6NLC5	OTHER	0.005374	0.994626	
Q6ZSU1	OTHER	0.000652	0.999348	
P08686	OTHER	0.166661	0.833339	
Q96F25	OTHER	0.016493	0.983507	
P07510	SP(Sec/SPI)	0.997868	0.002132	CS pos: 22-23. AQG-RN. Pr: 0.8871
P19099	OTHER	0.004621	0.995379	
Q86TX2	OTHER	0.000958	0.999042	
O95674	OTHER	0.002507	0.997493	
P49753	OTHER	0.000140	0.999860	
Q9C0B2	OTHER	0.000108	0.999892	
Q96BI3	OTHER	0.005445	0.994555	
Q99741	OTHER	0.000804	0.999196	
P10319	SP(Sec/SPI)	0.984833	0.015167	CS pos: 24-25. TWA-GS. Pr: 0.8315
A6NFN9	OTHER	0.003206	0.996794	
O14639	OTHER	0.002130	0.997870	
F7VJQ1	OTHER	0.008662	0.991338	
P55287	SP(Sec/SPI)	0.953537	0.046463	CS pos: 22-23. SHA-FA. Pr: 0.7221
P41181	OTHER	0.074671	0.925329	
Q92888	OTHER	0.000912	0.999088	
A6H8M9	SP(Sec/SPI)	0.967864	0.032136	CS pos: 16-17. VVS-DL. Pr: 0.5019
O75309	SP(Sec/SPI)	0.973381	0.026619	CS pos: 18-19. ALP-KA. Pr: 0.3157
Q8NI60	OTHER	0.002484	0.997516	
Q9P241	OTHER	0.001135	0.998865	
A8MV24	OTHER	0.000506	0.999494	
Q8N865	OTHER	0.001074	0.998926	
Q8N9V6	OTHER	0.002360	0.997640	
Q9BRF8	OTHER	0.001620	0.998380	
P08912	OTHER	0.000292	0.999708	
Q9BRJ6	OTHER	0.000297	0.999703	
Q96FF9	OTHER	0.000863	0.999137	
Q6ZTY9	OTHER	0.007162	0.992838	
Q8WU49	OTHER	0.000914	0.999086	
Q9H7B7	SP(Sec/SPI)	0.809295	0.190705	CS pos: 20-21. KKC-LS. Pr: 0.2803
P80098	SP(Sec/SPI)	0.999292	0.000708	CS pos: 23-24. GLA-QP. Pr: 0.8818
Q13740	SP(Sec/SPI)	0.853121	0.146879	CS pos: 27-28. GLG-WY. Pr: 0.7664
Q8IUX4	OTHER	0.001154	0.998846	
P98187	OTHER	0.035354	0.964646	
Q9HCU9	OTHER	0.000157	0.999843	
P51800	OTHER	0.000543	0.999457	
Q13825	OTHER	0.005623	0.994377	
P46098	SP(Sec/SPI)	0.961991	0.038009	CS pos: 21-22. AQG-EA. Pr: 0.3855
Q9UBL3	OTHER	0.002322	0.997678	
Q9GZL8	OTHER	0.003594	0.996406	
B4E2M5	OTHER	0.000560	0.999440	
Q9H9E1	OTHER	0.000977	0.999023	
Q70Z44	OTHER	0.490287	0.509713	
Q9BQI0	OTHER	0.000477	0.999523	
