Q6ZS62	len=124	ExpAA=23.82	First60=1.39	PredHel=1	Topology=o75-97i
P38432	len=576	ExpAA=0.72	First60=0.48	PredHel=0	Topology=o
P46952	len=286	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9ULK2	len=861	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P11310	len=421	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
C9JDV5	len=145	ExpAA=1.17	First60=0.00	PredHel=0	Topology=o
Q9P218	len=1284	ExpAA=0.10	First60=0.10	PredHel=0	Topology=o
Q9P1Y5	len=1249	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
Q15327	len=319	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P30475	len=362	ExpAA=25.86	First60=2.96	PredHel=1	Topology=o308-330i
Q9UBT7	len=734	ExpAA=0.23	First60=0.15	PredHel=0	Topology=o
A6NFT4	len=308	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P49419	len=539	ExpAA=2.04	First60=0.02	PredHel=0	Topology=o
P15336	len=505	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
A6NM10	len=295	ExpAA=61.82	First60=5.56	PredHel=0	Topology=o
P49069	len=296	ExpAA=47.20	First60=0.00	PredHel=0	Topology=o
Q9Y258	len=94	ExpAA=6.35	First60=6.35	PredHel=0	Topology=o
P49748	len=655	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
Q9BYT9	len=981	ExpAA=191.17	First60=0.00	PredHel=8	Topology=i398-420o471-490i553-575o590-612i642-664o759-781i809-831o904-926i
Q8NCR0	len=500	ExpAA=6.32	First60=6.04	PredHel=0	Topology=o
Q96DT6	len=458	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
P55201	len=1214	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q99675	len=332	ExpAA=23.33	First60=23.02	PredHel=1	Topology=o15-37i
Q9NY97	len=397	ExpAA=15.37	First60=14.51	PredHel=1	Topology=i7-24o
O14810	len=134	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P56856	len=261	ExpAA=90.33	First60=21.69	PredHel=4	Topology=i7-29o79-101i122-144o168-190i
Q8N999	len=325	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P09496	len=248	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9H112	len=138	ExpAA=15.90	First60=15.87	PredHel=1	Topology=o5-24i
Q92523	len=772	ExpAA=40.92	First60=0.30	PredHel=2	Topology=o62-84i105-124o
C9JXX5	len=98	ExpAA=10.87	First60=10.87	PredHel=0	Topology=o
Q8IZ83	len=802	ExpAA=4.44	First60=0.00	PredHel=0	Topology=o
Q8N123	len=301	ExpAA=0.20	First60=0.00	PredHel=0	Topology=o
O60716	len=968	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
A2A2Z9	len=1011	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Q86X52	len=802	ExpAA=21.26	First60=21.26	PredHel=1	Topology=i7-29o
Q8N129	len=248	ExpAA=1.69	First60=1.69	PredHel=0	Topology=o
Q02246	len=1040	ExpAA=14.47	First60=14.20	PredHel=0	Topology=o
Q8N0X4	len=340	ExpAA=0.07	First60=0.01	PredHel=0	Topology=o
Q02928	len=519	ExpAA=41.93	First60=21.28	PredHel=2	Topology=o15-32i118-140o
P09228	len=141	ExpAA=0.73	First60=0.73	PredHel=0	Topology=o
P32321	len=178	ExpAA=0.26	First60=0.00	PredHel=0	Topology=o
Q8WU58	len=562	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q13474	len=957	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P28715	len=1186	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9BXX3	len=1397	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q9Y2E4	len=1556	ExpAA=6.42	First60=0.00	PredHel=0	Topology=o
Q86UY5	len=434	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
P14416	len=443	ExpAA=158.26	First60=22.75	PredHel=7	Topology=o37-59i72-94o109-131i152-174o194-216i375-397o407-429i
Q86SX6	len=157	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
Q9NYA3	len=693	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9UBX5	len=448	ExpAA=0.10	First60=0.09	PredHel=0	Topology=o
O43739	len=400	ExpAA=0.23	First60=0.00	PredHel=0	Topology=o
Q92841	len=729	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q02790	len=459	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9H0Q0	len=323	ExpAA=0.91	First60=0.00	PredHel=0	Topology=o
P28562	len=367	ExpAA=0.16	First60=0.14	PredHel=0	Topology=o
O60443	len=496	ExpAA=0.18	First60=0.00	PredHel=0	Topology=o
P39059	len=1388	ExpAA=2.16	First60=1.72	PredHel=0	Topology=o
Q13705	len=512	ExpAA=24.17	First60=2.19	PredHel=1	Topology=i138-160o
Q8N6G1	len=96	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P21926	len=228	ExpAA=91.38	First60=26.45	PredHel=4	Topology=i13-35o60-82i89-111o195-217i
P22748	len=312	ExpAA=15.69	First60=0.00	PredHel=1	Topology=o292-311i
Q9Y232	len=598	ExpAA=23.29	First60=0.00	PredHel=0	Topology=o
Q9HC77	len=1338	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P23435	len=193	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
O00154	len=380	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P0DMS8	len=318	ExpAA=161.13	First60=34.44	PredHel=7	Topology=o15-37i49-71o84-106i127-149o182-204i232-254o264-286i
Q7Z695	len=626	ExpAA=16.86	First60=0.01	PredHel=0	Topology=o
Q8N7W2	len=519	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
P06731	len=702	ExpAA=13.65	First60=0.02	PredHel=0	Topology=o
Q96B36	len=256	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q15389	len=498	ExpAA=0.15	First60=0.13	PredHel=0	Topology=o
Q9TNN7	len=366	ExpAA=25.74	First60=2.79	PredHel=1	Topology=o305-327i
P15848	len=533	ExpAA=14.73	First60=14.73	PredHel=0	Topology=o
Q99715	len=3063	ExpAA=0.09	First60=0.09	PredHel=0	Topology=o
Q9Y3Q7	len=739	ExpAA=22.84	First60=0.00	PredHel=1	Topology=o685-707i
Q86V21	len=672	ExpAA=2.07	First60=0.01	PredHel=0	Topology=o
Q6UXS9	len=341	ExpAA=0.11	First60=0.10	PredHel=0	Topology=o
P25100	len=572	ExpAA=151.59	First60=0.08	PredHel=7	Topology=o99-121i133-155o170-192i213-235o255-277i349-371o386-405i
Q5JWF8	len=245	ExpAA=2.81	First60=2.13	PredHel=0	Topology=o
Q0P5N6	len=197	ExpAA=0.18	First60=0.14	PredHel=0	Topology=o
O60706	len=1549	ExpAA=330.91	First60=21.35	PredHel=14	Topology=o28-50i71-93o103-122i129-146o166-188i347-369o374-396i426-448o452-474i532-554o574-596i981-1003o1035-1057i1126-1148o
Q96GX8	len=76	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O00257	len=560	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
P30486	len=362	ExpAA=25.86	First60=2.96	PredHel=1	Topology=o308-330i
Q29940	len=362	ExpAA=34.04	First60=11.20	PredHel=1	Topology=o306-328i
P28222	len=390	ExpAA=155.62	First60=10.00	PredHel=7	Topology=o51-73i86-108o123-145i165-187o207-229i315-337o347-369i
P30498	len=362	ExpAA=35.77	First60=12.93	PredHel=1	Topology=o306-328i
Q9H553	len=416	ExpAA=4.74	First60=0.00	PredHel=0	Topology=o
Q9NR63	len=512	ExpAA=24.38	First60=17.44	PredHel=0	Topology=o
Q7Z6R9	len=452	ExpAA=0.88	First60=0.00	PredHel=0	Topology=o
P55289	len=794	ExpAA=23.54	First60=0.53	PredHel=1	Topology=o615-637i
P28221	len=377	ExpAA=153.89	First60=19.52	PredHel=7	Topology=o42-64i76-98o113-132i153-175o195-217i303-325o340-359i
P00403	len=227	ExpAA=46.30	First60=21.18	PredHel=2	Topology=i26-48o63-85i
Q6V0L0	len=522	ExpAA=31.35	First60=22.30	PredHel=1	Topology=i7-29o
Q76N32	len=757	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NUZ1	len=547	ExpAA=10.54	First60=7.67	PredHel=0	Topology=o
Q8N4C9	len=275	ExpAA=22.46	First60=0.00	PredHel=1	Topology=i184-206o
Q0VDD5	len=57	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
Q00532	len=358	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Q00526	len=305	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Q96N11	len=449	ExpAA=2.98	First60=0.00	PredHel=0	Topology=o
Q92772	len=493	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NQ32	len=467	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9P2M7	len=1197	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Q9C0I3	len=900	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q6UWJ8	len=174	ExpAA=38.55	First60=16.06	PredHel=2	Topology=i7-29o141-163i
P53420	len=1690	ExpAA=8.40	First60=8.37	PredHel=0	Topology=o
Q9H7U1	len=834	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8IVW4	len=592	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q96D53	len=544	ExpAA=7.26	First60=0.00	PredHel=0	Topology=o
Q5EBM0	len=449	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9NUG4	len=571	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q92688	len=251	ExpAA=0.55	First60=0.54	PredHel=0	Topology=o
P30043	len=206	ExpAA=0.17	First60=0.16	PredHel=0	Topology=o
P21399	len=889	ExpAA=0.48	First60=0.00	PredHel=0	Topology=o
A5PLL1	len=514	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9P2X0	len=92	ExpAA=43.09	First60=41.82	PredHel=2	Topology=i7-26o41-63i
Q6W349	len=94	ExpAA=6.08	First60=0.56	PredHel=0	Topology=o
P59827	len=614	ExpAA=1.47	First60=0.18	PredHel=0	Topology=o
Q8IY42	len=314	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P51798	len=805	ExpAA=243.09	First60=0.00	PredHel=11	Topology=i126-148o184-206i227-244o288-310i322-344o377-399i412-434o493-515i520-542o547-569i576-598o
Q9GZN8	len=174	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P05937	len=261	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P54646	len=552	ExpAA=0.49	First60=0.12	PredHel=0	Topology=o
P58397	len=1594	ExpAA=2.53	First60=2.48	PredHel=0	Topology=o
Q9H8E8	len=782	ExpAA=0.20	First60=0.00	PredHel=0	Topology=o
Q6VVX0	len=501	ExpAA=29.02	First60=19.86	PredHel=1	Topology=i12-31o
P51911	len=297	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8WVB6	len=975	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
O95147	len=198	ExpAA=0.34	First60=0.15	PredHel=0	Topology=o
P06746	len=335	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q6PIW4	len=674	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96PT3	len=197	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9BXV9	len=100	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q5VYV0	len=432	ExpAA=1.16	First60=0.00	PredHel=0	Topology=o
Q9UBX2	len=424	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9GZN0	len=384	ExpAA=156.07	First60=22.44	PredHel=6	Topology=i34-56o119-141i162-179o194-216i284-306o316-338i
Q14155	len=803	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
P55957	len=195	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Q8N4S0	len=544	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q14444	len=709	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q7RTU5	len=278	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
A6NI56	len=674	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q5T8R8	len=295	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q53SF7	len=1204	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9UKF5	len=820	ExpAA=24.54	First60=0.01	PredHel=1	Topology=o676-698i
P05534	len=365	ExpAA=28.88	First60=5.89	PredHel=1	Topology=o308-330i
P45844	len=678	ExpAA=149.53	First60=0.00	PredHel=7	Topology=o422-444i457-479o503-525i532-554o564-586i599-616o648-670i
Q86WX3	len=136	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9H845	len=621	ExpAA=0.38	First60=0.00	PredHel=0	Topology=o
Q68D86	len=513	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8ND76	len=341	ExpAA=1.13	First60=0.00	PredHel=0	Topology=o
Q8NFD2	len=765	ExpAA=0.19	First60=0.00	PredHel=0	Topology=o
P30461	len=362	ExpAA=34.03	First60=11.13	PredHel=1	Topology=o308-330i
O95260	len=518	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Q96A70	len=460	ExpAA=0.15	First60=0.01	PredHel=0	Topology=o
Q5SY13	len=56	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
Q9UNQ0	len=655	ExpAA=142.28	First60=0.00	PredHel=6	Topology=o394-416i428-450o478-499i506-528o533-555i629-651o
B7Z1M9	len=353	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
O94921	len=469	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Q15825	len=494	ExpAA=90.95	First60=1.86	PredHel=4	Topology=o243-265i272-294o307-329i466-488o
Q99807	len=217	ExpAA=9.85	First60=0.00	PredHel=0	Topology=o
Q8N6M6	len=819	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Q9H221	len=673	ExpAA=139.20	First60=0.00	PredHel=5	Topology=o443-465i497-519o534-556i569-591o640-662i
Q7L311	len=632	ExpAA=19.19	First60=19.14	PredHel=1	Topology=i7-25o
Q9NXL2	len=777	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q9HDC9	len=416	ExpAA=21.54	First60=20.89	PredHel=1	Topology=i38-60o
P30533	len=357	ExpAA=19.83	First60=19.83	PredHel=1	Topology=i7-29o
P07355	len=339	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
P08195	len=630	ExpAA=22.65	First60=0.00	PredHel=1	Topology=i183-205o
P12107	len=1806	ExpAA=10.28	First60=10.28	PredHel=0	Topology=o
Q96BA8	len=519	ExpAA=6.95	First60=0.00	PredHel=0	Topology=o
Q96RY5	len=1269	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NUD7	len=363	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P12429	len=323	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9P0P8	len=240	ExpAA=0.86	First60=0.07	PredHel=0	Topology=o
Q5T4H9	len=136	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NPZ5	len=323	ExpAA=19.53	First60=19.33	PredHel=1	Topology=i5-27o
O75829	len=334	ExpAA=22.81	First60=18.49	PredHel=1	Topology=i42-64o
Q99439	len=309	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P08908	len=422	ExpAA=158.06	First60=21.53	PredHel=7	Topology=o38-60i73-95o110-132i153-175o197-219i344-366o381-403i
Q7Z7G1	len=428	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O95476	len=244	ExpAA=21.16	First60=21.05	PredHel=1	Topology=i7-29o
Q5TEA3	len=1177	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Q8WXI8	len=215	ExpAA=22.41	First60=22.41	PredHel=1	Topology=o20-42i
P52943	len=208	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Q5VTU8	len=51	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
P16860	len=134	ExpAA=5.51	First60=5.51	PredHel=0	Topology=o
P49711	len=727	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q86YS7	len=1000	ExpAA=2.39	First60=0.00	PredHel=0	Topology=o
P98198	len=1209	ExpAA=199.17	First60=0.08	PredHel=9	Topology=o88-110i295-317o343-365i890-909o924-943i974-996o1011-1030i1037-1059o1084-1106i
Q5VZT2	len=155	ExpAA=0.24	First60=0.24	PredHel=0	Topology=o
Q9NZQ0	len=273	ExpAA=0.09	First60=0.09	PredHel=0	Topology=o
Q9NTM9	len=273	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
Q6ZT52	len=329	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q01543	len=452	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NYY8	len=710	ExpAA=0.23	First60=0.00	PredHel=0	Topology=o
P61570	len=661	ExpAA=77.49	First60=0.00	PredHel=2	Topology=i466-488o633-655i
P01906	len=255	ExpAA=22.17	First60=0.33	PredHel=1	Topology=o218-240i
Q92935	len=676	ExpAA=22.01	First60=21.93	PredHel=1	Topology=i12-34o
Q9HDB8	len=245	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q7Z5Q5	len=900	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
P52566	len=201	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
A0A2Z4LIS9	len=290	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96CU9	len=486	ExpAA=0.26	First60=0.00	PredHel=0	Topology=o
F2Z333	len=226	ExpAA=23.03	First60=0.07	PredHel=1	Topology=o183-205i
P0C854	len=216	ExpAA=1.06	First60=0.03	PredHel=0	Topology=o
Q9UL45	len=172	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NWT8	len=199	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
A6QL63	len=1104	ExpAA=12.05	First60=0.00	PredHel=0	Topology=o
O43570	len=354	ExpAA=23.68	First60=0.00	PredHel=1	Topology=o305-327i
Q9NV96	len=361	ExpAA=45.93	First60=15.26	PredHel=2	Topology=i44-66o324-346i
A6NKD9	len=419	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P00918	len=260	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9H6L4	len=198	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Q6IMN6	len=1127	ExpAA=1.12	First60=0.00	PredHel=0	Topology=o
Q5VVM6	len=783	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q06187	len=659	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
Q49A92	len=538	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P43166	len=264	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q8IX12	len=1150	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P0C221	len=793	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8N1M1	len=668	ExpAA=90.79	First60=22.36	PredHel=4	Topology=o32-54i75-94o229-251i271-288o
Q99856	len=593	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q8TAM1	len=723	ExpAA=1.13	First60=0.00	PredHel=0	Topology=o
Q58HT5	len=328	ExpAA=47.29	First60=33.15	PredHel=1	Topology=i20-42o
Q5VT79	len=327	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O15234	len=703	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P84996	len=626	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q7KZN9	len=410	ExpAA=160.53	First60=0.00	PredHel=8	Topology=i68-90o154-171i184-202o224-246i267-289o327-344i357-379o384-401i
Q8N1V2	len=620	ExpAA=0.26	First60=0.00	PredHel=0	Topology=o
Q96EG1	len=525	ExpAA=5.14	First60=4.82	PredHel=0	Topology=o
Q14781	len=532	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P0DP24	len=149	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96Q77	len=187	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q01850	len=454	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8TC27	len=787	ExpAA=22.82	First60=0.24	PredHel=1	Topology=o681-703i
P10747	len=220	ExpAA=23.46	First60=0.02	PredHel=1	Topology=o154-176i
Q96K17	len=158	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96BT1	len=292	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q6ZVT6	len=689	ExpAA=0.32	First60=0.32	PredHel=0	Topology=o
Q9NYB9	len=513	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
O95445	len=188	ExpAA=7.78	First60=7.75	PredHel=0	Topology=o
A5D8W1	len=941	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
P18463	len=362	ExpAA=28.99	First60=6.14	PredHel=1	Topology=o306-328i
Q8NCV1	len=583	ExpAA=0.24	First60=0.00	PredHel=0	Topology=o
Q9Y2G4	len=727	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
C9J302	len=202	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Q00536	len=496	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
O94973	len=939	ExpAA=0.12	First60=0.01	PredHel=0	Topology=o
Q5TZF3	len=266	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9HCE9	len=1232	ExpAA=117.50	First60=0.00	PredHel=4	Topology=o247-269i282-299o354-376i437-459o
P11511	len=503	ExpAA=26.57	First60=16.95	PredHel=0	Topology=o
Q86X95	len=450	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O95450	len=1211	ExpAA=5.38	First60=5.37	PredHel=0	Topology=o
Q6IQ19	len=270	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8N0U6	len=118	ExpAA=0.20	First60=0.11	PredHel=0	Topology=o
Q6XLA1	len=102	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NRG0	len=131	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
O75173	len=837	ExpAA=22.35	First60=22.30	PredHel=1	Topology=i24-46o
Q9GZY4	len=146	ExpAA=22.19	First60=22.19	PredHel=1	Topology=o15-37i
O95832	len=211	ExpAA=89.52	First60=22.58	PredHel=4	Topology=i5-27o77-99i119-141o161-183i
Q8N6M3	len=262	ExpAA=108.00	First60=8.05	PredHel=5	Topology=i57-79o89-111i145-167o191-213i220-238o
Q96EP1	len=664	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q7Z7J9	len=78	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P22792	len=545	ExpAA=0.33	First60=0.01	PredHel=0	Topology=o
P17735	len=454	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O75131	len=537	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
O00253	len=132	ExpAA=2.32	First60=2.32	PredHel=0	Topology=o
P0C5J1	len=330	ExpAA=0.29	First60=0.00	PredHel=0	Topology=o
Q92600	len=299	ExpAA=0.26	First60=0.02	PredHel=0	Topology=o
Q8NBU5	len=361	ExpAA=12.79	First60=12.65	PredHel=0	Topology=o
Q86SQ6	len=560	ExpAA=153.15	First60=29.08	PredHel=7	Topology=o20-42i55-77o81-103i133-155o177-199i256-278o282-304i
Q9H2P0	len=1102	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96SM3	len=734	ExpAA=2.84	First60=2.82	PredHel=0	Topology=o
P29274	len=412	ExpAA=158.50	First60=39.73	PredHel=7	Topology=o10-32i44-66o76-98i121-143o179-201i230-252o267-289i
O60565	len=184	ExpAA=11.71	First60=11.71	PredHel=0	Topology=o
Q96FX2	len=82	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q6DWJ6	len=353	ExpAA=155.67	First60=23.66	PredHel=7	Topology=o30-52i65-87o107-129i148-170o185-207i228-250o265-287i
A2A2Y4	len=597	ExpAA=23.36	First60=0.00	PredHel=1	Topology=o528-550i
Q5T1V6	len=619	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q8IYD8	len=2048	ExpAA=17.79	First60=0.00	PredHel=1	Topology=i102-124o
P98095	len=1184	ExpAA=5.12	First60=5.07	PredHel=0	Topology=o
O95749	len=300	ExpAA=5.34	First60=0.00	PredHel=0	Topology=o
Q96D05	len=121	ExpAA=22.92	First60=0.00	PredHel=1	Topology=i93-115o
O95967	len=443	ExpAA=3.68	First60=3.62	PredHel=0	Topology=o
Q8WWM9	len=190	ExpAA=0.31	First60=0.30	PredHel=0	Topology=o
Q8TDF6	len=673	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
P13284	len=250	ExpAA=1.52	First60=1.19	PredHel=0	Topology=o
Q15760	len=415	ExpAA=155.20	First60=0.02	PredHel=7	Topology=o68-90i102-124o150-172i184-206o221-243i278-295o310-332i
Q5H8C1	len=2179	ExpAA=21.32	First60=21.15	PredHel=1	Topology=i7-29o
Q99678	len=358	ExpAA=150.61	First60=5.53	PredHel=7	Topology=o56-78i90-112o122-144i165-187o197-219i240-262o277-299i
Q9P0K8	len=574	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q5VTL7	len=733	ExpAA=2.40	First60=2.23	PredHel=0	Topology=o
Q10981	len=343	ExpAA=38.04	First60=19.72	PredHel=1	Topology=i7-29o
Q06265	len=439	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
P11532	len=3685	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
P98173	len=230	ExpAA=22.54	First60=22.51	PredHel=1	Topology=i7-29o
Q96AY3	len=582	ExpAA=0.80	First60=0.38	PredHel=0	Topology=o
Q9UKJ3	len=1502	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9Y297	len=605	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
A6NMN3	len=283	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P05305	len=212	ExpAA=0.12	First60=0.12	PredHel=0	Topology=o
Q13686	len=389	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
Q9Y2D1	len=282	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8IYS8	len=172	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8N6N3	len=182	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q0P6D6	len=951	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O60826	len=627	ExpAA=0.30	First60=0.26	PredHel=0	Topology=o
Q86WR0	len=208	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
P49747	len=757	ExpAA=1.13	First60=1.13	PredHel=0	Topology=o
P51587	len=3418	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P16220	len=341	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P15086	len=417	ExpAA=0.26	First60=0.22	PredHel=0	Topology=o
O75143	len=517	ExpAA=0.34	First60=0.01	PredHel=0	Topology=o
Q6XD76	len=172	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
Q8N5R6	len=958	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9H7E9	len=229	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P20160	len=251	ExpAA=0.49	First60=0.47	PredHel=0	Topology=o
Q5VUY0	len=407	ExpAA=36.80	First60=35.71	PredHel=2	Topology=o4-26i43-60o
P11274	len=1271	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
