Accession	TMHMM #TM	TMHMMI	TMHMMO	TMHMMRatio(O/I)	Phobius #TM	PhobiusI	PhobiusO	PhobiusRatio(O/I)	consensus #TM	consensusI	consensusO	consensusRatio(O/I)	inclusive #TM	inclusiveI	inclusiveO	inclusiveRatio(O/I)
O14493	4	56	61	1.0892857142857142	3	45	71	1.5777777777777777	3	45	60	1.3333333333333333	4	56	72	1.2857142857142858
Q96B45	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9HB96	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q13467	6	339	108	0.3185840707964602	7	105	286	2.723809523809524	6	81	54	0.6666666666666666	7	363	340	0.9366391184573003
O00399	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6NSW5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P22749	0	0	0	inf	0	0	123	inf	0	0	0	inf	0	0	123	inf
Q63HN1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q14209	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O95715	1	79	9	0.11392405063291139	0	0	77	inf	0	0	0	inf	1	79	86	1.0886075949367089
O14625	1	72	4	0.05555555555555555	0	0	73	inf	0	0	0	inf	1	72	77	1.0694444444444444
Q9NYJ7	1	105	490	4.666666666666667	1	105	464	4.419047619047619	1	105	464	4.419047619047619	1	105	490	4.666666666666667
A0A1B0GTI1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8WWX0	1	20	286	14.3	1	286	16	0.055944055944055944	1	0	0	inf	1	306	302	0.9869281045751634
Q9UL15	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BT30	0	0	0	inf	0	0	201	inf	0	0	0	inf	0	0	201	inf
Q6ZNB7	2	27	375	13.88888888888889	7	230	72	0.3130434782608696	2	6	67	11.166666666666666	7	251	380	1.5139442231075697
Q5SR53	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O60218	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6UWT4	1	64	3	0.046875	0	0	64	inf	0	0	0	inf	1	64	67	1.046875
O43687	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N7Q2	0	0	0	inf	0	0	167	inf	0	0	0	inf	0	0	167	inf
Q05682	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O95196	1	123	420	3.4146341463414633	1	122	385	3.1557377049180326	1	122	385	3.1557377049180326	1	123	420	3.4146341463414633
Q5T5M9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P61221	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q09160	1	35	307	8.771428571428572	1	33	283	8.575757575757576	1	33	283	8.575757575757576	1	35	307	8.771428571428572
Q96KV6	2	330	213	0.6454545454545455	1	319	219	0.6865203761755486	1	318	213	0.6698113207547169	2	331	219	0.6616314199395771
Q6UWY0	1	1	515	515.0	0	0	514	inf	0	0	514	inf	1	1	515	515.0
Q9UKU7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q99622	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q92858	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P42575	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P38432	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P46952	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9ULK2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P11310	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
C9JDV5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9P218	0	0	0	inf	0	0	1262	inf	0	0	0	inf	0	0	1262	inf
Q9P1Y5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q15327	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P30475	1	32	307	9.59375	1	32	283	8.84375	1	32	283	8.84375	1	32	307	9.59375
Q9UBT7	0	0	0	inf	1	23	694	30.17391304347826	0	0	0	inf	1	23	694	30.17391304347826
A6NFT4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P49419	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P15336	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A6NM10	0	0	0	inf	3	68	145	2.1323529411764706	0	0	0	inf	3	68	145	2.1323529411764706
P49069	0	0	0	inf	3	227	13	0.05726872246696035	0	0	0	inf	3	227	13	0.05726872246696035
Q9Y258	0	0	0	inf	0	0	68	inf	0	0	0	inf	0	0	68	inf
P49748	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BYT9	8	570	230	0.40350877192982454	8	550	233	0.42363636363636364	8	550	225	0.4090909090909091	8	570	238	0.41754385964912283
Q8NCR0	0	0	0	inf	0	0	467	inf	0	0	0	inf	0	0	467	inf
Q96DT6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P55201	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q99675	1	295	14	0.04745762711864407	1	294	14	0.047619047619047616	1	294	14	0.047619047619047616	1	295	14	0.04745762711864407
Q9NY97	1	6	373	62.166666666666664	1	6	372	62.0	1	6	372	62.0	1	6	373	62.166666666666664
O14810	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P56856	4	97	72	0.7422680412371134	3	86	76	0.8837209302325582	3	86	67	0.7790697674418605	4	97	81	0.8350515463917526
Q8N999	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P09496	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H112	1	114	4	0.03508771929824561	0	0	115	inf	0	0	0	inf	1	114	119	1.043859649122807
Q92523	2	20	709	35.45	2	20	709	35.45	2	20	709	35.45	2	20	709	35.45
C9JXX5	0	0	0	inf	0	0	68	inf	0	0	0	inf	0	0	68	inf
Q8IZ83	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N123	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O60716	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A2A2Z9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86X52	1	6	773	128.83333333333334	0	0	779	inf	0	0	773	inf	1	6	779	129.83333333333334
Q8N129	0	0	0	inf	0	0	227	inf	0	0	0	inf	0	0	227	inf
Q02246	0	0	0	inf	0	0	1010	inf	0	0	0	inf	0	0	1010	inf
Q8N0X4	0	0	0	inf	0	0	314	inf	0	0	0	inf	0	0	314	inf
Q02928	2	85	393	4.623529411764705	2	80	396	4.95	2	78	393	5.038461538461538	2	87	396	4.551724137931035
P09228	0	0	0	inf	0	0	121	inf	0	0	0	inf	0	0	121	inf
P32321	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8WU58	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q13474	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P28715	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BXX3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y2E4	0	0	0	inf	1	27	1509	55.888888888888886	0	0	0	inf	1	27	1509	55.888888888888886
Q86UY5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P14416	7	204	78	0.38235294117647056	7	202	80	0.39603960396039606	7	202	75	0.3712871287128713	7	204	83	0.4068627450980392
Q86SX6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NYA3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UBX5	0	0	0	inf	0	0	423	inf	0	0	0	inf	0	0	423	inf
O43739	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q92841	0	0	0	inf	0	0	708	inf	0	0	0	inf	0	0	708	inf
Q02790	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H0Q0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P28562	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O60443	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P39059	0	0	0	inf	0	0	1357	inf	0	0	0	inf	0	0	1357	inf
Q13705	1	137	352	2.5693430656934306	1	352	115	0.32670454545454547	1	0	0	inf	1	489	467	0.9550102249488752
Q8N6G1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P21926	4	29	107	3.689655172413793	4	24	102	4.25	4	24	102	4.25	4	29	107	3.689655172413793
P22748	1	1	291	291.0	1	1	273	273.0	1	1	272	272.0	1	1	292	292.0
Q9Y232	0	0	0	inf	1	189	388	2.052910052910053	0	0	0	inf	1	189	388	2.052910052910053
Q9HC77	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P23435	0	0	0	inf	0	0	172	inf	0	0	0	inf	0	0	172	inf
O00154	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P0DMS8	7	90	67	0.7444444444444445	7	92	57	0.6195652173913043	7	90	52	0.5777777777777777	7	92	72	0.782608695652174
Q7Z695	0	0	0	inf	1	98	507	5.173469387755102	0	0	0	inf	1	98	507	5.173469387755102
Q8N7W2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P06731	0	0	0	inf	1	1	647	647.0	0	0	0	inf	1	1	647	647.0
Q96B36	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q15389	0	0	0	inf	0	0	479	inf	0	0	0	inf	0	0	479	inf
Q9TNN7	1	39	304	7.794871794871795	1	35	281	8.028571428571428	1	35	280	8.0	1	39	305	7.82051282051282
P15848	0	0	0	inf	0	0	495	inf	0	0	0	inf	0	0	495	inf
Q99715	0	0	0	inf	0	0	3040	inf	0	0	0	inf	0	0	3040	inf
Q9Y3Q7	1	32	684	21.375	1	31	671	21.64516129032258	1	31	668	21.548387096774192	1	32	687	21.46875
Q86V21	0	0	0	inf	1	326	318	0.9754601226993865	0	0	0	inf	1	326	318	0.9754601226993865
Q6UXS9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P25100	7	269	145	0.5390334572490706	7	264	155	0.5871212121212122	7	264	144	0.5454545454545454	7	269	156	0.5799256505576208
Q5JWF8	0	0	0	inf	0	0	226	inf	0	0	0	inf	0	0	226	inf
Q0P5N6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O60706	14	722	513	0.7105263157894737	17	1032	160	0.15503875968992248	14	641	71	0.11076443057722309	17	1113	602	0.5408805031446541
Q96GX8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O00257	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P30486	1	32	307	9.59375	1	32	283	8.84375	1	32	283	8.84375	1	32	307	9.59375
Q29940	1	34	305	8.970588235294118	1	32	281	8.78125	1	32	281	8.78125	1	34	305	8.970588235294118
P28222	7	137	92	0.6715328467153284	7	143	92	0.6433566433566433	7	136	86	0.6323529411764706	7	144	98	0.6805555555555556
P30498	1	34	305	8.970588235294118	1	32	281	8.78125	1	32	281	8.78125	1	34	305	8.970588235294118
Q9H553	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NR63	0	0	0	inf	0	0	474	inf	0	0	0	inf	0	0	474	inf
Q7Z6R9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P55289	1	157	614	3.910828025477707	1	157	573	3.6496815286624202	1	157	573	3.6496815286624202	1	157	614	3.910828025477707
P28221	7	134	88	0.6567164179104478	7	133	79	0.5939849624060151	7	130	78	0.6	7	137	89	0.6496350364963503
P00403	2	167	14	0.08383233532934131	2	168	19	0.1130952380952381	2	167	14	0.08383233532934131	2	168	19	0.1130952380952381
Q6V0L0	1	6	493	82.16666666666667	1	209	263	1.2583732057416268	1	0	263	inf	1	215	493	2.2930232558139534
Q76N32	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NUZ1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N4C9	1	183	69	0.3770491803278688	1	182	69	0.3791208791208791	1	182	69	0.3791208791208791	1	183	69	0.3770491803278688
Q0VDD5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q00532	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q00526	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96N11	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q92772	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NQ32	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9P2M7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9C0I3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6UWJ8	2	17	111	6.529411764705882	1	11	112	10.181818181818182	1	11	111	10.090909090909092	2	17	112	6.588235294117647
P53420	0	0	0	inf	0	0	1652	inf	0	0	0	inf	0	0	1652	inf
Q9H7U1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IVW4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96D53	0	0	0	inf	1	91	433	4.758241758241758	0	0	0	inf	1	91	433	4.758241758241758
Q5EBM0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NUG4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q92688	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P30043	0	0	0	inf	0	0	183	inf	0	0	0	inf	0	0	183	inf
P21399	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A5PLL1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9P2X0	2	35	14	0.4	1	30	15	0.5	1	29	13	0.4482758620689655	2	36	16	0.4444444444444444
Q6W349	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P59827	0	0	0	inf	0	0	595	inf	0	0	0	inf	0	0	595	inf
Q8IY42	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P51798	11	178	379	2.1292134831460676	11	199	360	1.8090452261306533	11	174	358	2.057471264367816	11	203	381	1.8768472906403941
Q9GZN8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P05937	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P54646	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P58397	0	0	0	inf	0	0	1567	inf	0	0	0	inf	0	0	1567	inf
Q9H8E8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6VVX0	1	11	470	42.72727272727273	0	0	475	inf	0	0	470	inf	1	11	475	43.18181818181818
P51911	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8WVB6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O95147	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P06746	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6PIW4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96PT3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BXV9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5VYV0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UBX2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9GZN0	6	166	85	0.5120481927710844	7	142	90	0.6338028169014085	6	129	52	0.40310077519379844	7	179	123	0.6871508379888268
Q14155	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P55957	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N4S0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q14444	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7RTU5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A6NI56	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5T8R8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q53SF7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UKF5	1	122	675	5.532786885245901	2	463	297	0.6414686825053996	1	0	174	inf	2	585	798	1.3641025641025641
P05534	1	35	307	8.771428571428572	1	33	283	8.575757575757576	1	33	283	8.575757575757576	1	35	307	8.771428571428572
P45844	7	38	484	12.736842105263158	7	41	461	11.24390243902439	7	36	454	12.61111111111111	7	43	491	11.418604651162791
Q86WX3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H845	0	0	0	inf	0	0	602	inf	0	0	0	inf	0	0	602	inf
Q68D86	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8ND76	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NFD2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P30461	1	32	307	9.59375	1	32	283	8.84375	1	32	283	8.84375	1	32	307	9.59375
O95260	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96A70	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5SY13	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UNQ0	6	90	428	4.7555555555555555	5	82	465	5.670731707317073	5	11	393	35.72727272727273	6	161	500	3.1055900621118013
B7Z1M9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O94921	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q15825	4	142	260	1.8309859154929577	4	142	257	1.8098591549295775	4	142	257	1.8098591549295775	4	142	260	1.8309859154929577
Q99807	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N6M6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H221	5	54	504	9.333333333333334	5	35	525	15.0	5	19	472	24.842105263157894	5	70	557	7.957142857142857
Q7L311	1	6	607	101.16666666666667	1	6	605	100.83333333333333	1	6	605	100.83333333333333	1	6	607	101.16666666666667
Q9NXL2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9HDC9	1	37	356	9.621621621621621	1	37	355	9.594594594594595	1	37	355	9.594594594594595	1	37	356	9.621621621621621
P30533	1	6	328	54.666666666666664	0	0	327	inf	0	0	327	inf	1	6	328	54.666666666666664
P07355	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P08195	1	182	425	2.3351648351648353	1	182	425	2.3351648351648353	1	182	425	2.3351648351648353	1	182	425	2.3351648351648353
P12107	0	0	0	inf	0	0	1771	inf	0	0	0	inf	0	0	1771	inf
Q96BA8	0	0	0	inf	1	124	375	3.024193548387097	0	0	0	inf	1	124	375	3.024193548387097
Q96RY5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NUD7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P12429	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9P0P8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5T4H9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NPZ5	1	4	296	74.0	1	298	5	0.016778523489932886	1	0	0	inf	1	302	301	0.9966887417218543
O75829	1	41	270	6.585365853658536	1	41	269	6.560975609756097	1	41	269	6.560975609756097	1	41	270	6.585365853658536
Q99439	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P08908	7	175	86	0.49142857142857144	7	173	81	0.4682080924855491	7	169	77	0.4556213017751479	7	179	90	0.5027932960893855
Q7Z7G1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O95476	1	6	215	35.833333333333336	0	0	227	inf	0	0	215	inf	1	6	227	37.833333333333336
Q5TEA3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8WXI8	1	173	19	0.10982658959537572	1	174	17	0.09770114942528736	1	173	17	0.09826589595375723	1	174	19	0.10919540229885058
P52943	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5VTU8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P16860	0	0	0	inf	0	0	99	inf	0	0	0	inf	0	0	99	inf
P49711	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86YS7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P98198	9	847	164	0.1936245572609209	10	921	73	0.07926167209554831	9	843	63	0.07473309608540925	10	925	174	0.1881081081081081
Q5VZT2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NZQ0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NTM9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6ZT52	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q01543	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NYY8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P61570	2	471	144	0.3057324840764331	2	471	141	0.29936305732484075	2	471	141	0.29936305732484075	2	471	144	0.3057324840764331
P01906	1	15	217	14.466666666666667	1	15	198	13.2	1	15	194	12.933333333333334	1	15	221	14.733333333333333
Q92935	1	11	642	58.36363636363637	0	0	643	inf	0	0	642	inf	1	11	643	58.45454545454545
Q9HDB8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7Z5Q5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P52566	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A0A2Z4LIS9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96CU9	0	0	0	inf	1	404	65	0.1608910891089109	0	0	0	inf	1	404	65	0.1608910891089109
F2Z333	1	21	182	8.666666666666666	1	17	161	9.470588235294118	1	17	161	9.470588235294118	1	21	182	8.666666666666666
P0C854	0	0	0	inf	1	119	56	0.47058823529411764	0	0	0	inf	1	119	56	0.47058823529411764
Q9UL45	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NWT8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A6QL63	0	0	0	inf	1	168	915	5.446428571428571	0	0	0	inf	1	168	915	5.446428571428571
O43570	1	27	304	11.25925925925926	1	27	270	10.0	1	27	270	10.0	1	27	304	11.25925925925926
Q9NV96	2	58	257	4.431034482758621	2	58	253	4.362068965517241	2	58	253	4.362068965517241	2	58	257	4.431034482758621
A6NKD9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P00918	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H6L4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6IMN6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5VVM6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q06187	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q49A92	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P43166	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IX12	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P0C221	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N1M1	4	39	545	13.974358974358974	6	99	448	4.525252525252525	4	31	443	14.290322580645162	6	107	550	5.140186915887851
Q99856	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8TAM1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q58HT5	1	19	286	15.052631578947368	2	285	5	0.017543859649122806	1	11	0	0.0	2	293	291	0.9931740614334471
Q5VT79	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O15234	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P84996	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7KZN9	8	120	125	1.0416666666666667	8	121	120	0.9917355371900827	8	116	119	1.0258620689655173	8	125	126	1.008
Q8N1V2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96EG1	0	0	0	inf	0	0	506	inf	0	0	0	inf	0	0	506	inf
Q14781	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P0DP24	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96Q77	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q01850	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8TC27	1	84	680	8.095238095238095	1	84	660	7.857142857142857	1	84	658	7.833333333333333	1	84	682	8.119047619047619
P10747	1	44	153	3.477272727272727	1	41	134	3.268292682926829	1	41	134	3.268292682926829	1	44	153	3.477272727272727
Q96K17	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96BT1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6ZVT6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NYB9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O95445	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A5D8W1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P18463	1	34	305	8.970588235294118	1	32	281	8.78125	1	32	281	8.78125	1	34	305	8.970588235294118
Q8NCV1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y2G4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
C9J302	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q00536	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O94973	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5TZF3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9HCE9	4	72	1073	14.902777777777779	6	325	773	2.3784615384615386	4	31	753	24.29032258064516	6	366	1093	2.9863387978142075
P11511	0	0	0	inf	2	263	199	0.7566539923954373	0	0	0	inf	2	263	199	0.7566539923954373
Q86X95	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O95450	0	0	0	inf	0	0	1169	inf	0	0	0	inf	0	0	1169	inf
Q6IQ19	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N0U6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6XLA1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NRG0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
